	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	max_x	max_y	max_z	max_tot	median_tot
0	0.055782	0.144563	-0.172007	0.004325	0.003383	0.002387	0.2245929999999845	0.3893929999999983	0.4671469999999971	0.5463769953264843	0.3062465716667986
1	0.055782	0.144563	-0.172007	0.004325	0.003383	0.002387	0.2245929999999845	0.3893929999999983	0.4671469999999971	0.5463769953264843	0.3062465716667986
2	0.055782	0.144563	-0.172007	0.004325	0.003383	0.002387	0.2245929999999845	0.3893929999999983	0.4671469999999971	0.5463769953264843	0.3062465716667986
3	0.055782	0.144563	-0.172007	0.004325	0.003383	0.002387	0.2245929999999845	0.3893929999999983	0.4671469999999971	0.5463769953264843	0.3062465716667986
4	0.055782	0.144563	-0.172007	0.004325	0.003383	0.002387	0.2245929999999845	0.3893929999999983	0.4671469999999971	0.5463769953264843	0.3062465716667986
5	0.164468	0.3072	-0.681871	0.000939	0.003706	0.001186	0.24690400000000068	0.33714200000000005	0.6464569999999981	0.7246913249156509	0.5737568650303839
6	0.105589	0.245742	-0.481339	0.000879	0.002286	0.000668	0.14783400000000313	0.2883029999999991	0.48083799999999854	0.552653158613974	0.4586037232769695
7	0.140719	0.247695	-0.466114	0.00172	0.003342	0.000991	0.20233299999999588	0.34331499999999693	0.5058229999999995	0.5892970934808596	0.4456657286644281
8	0.176716	0.196587	-0.476432	0.001644	0.003511	0.000822	0.2243179999999967	0.2937569999999994	0.5029890000000066	0.5660463876847962	0.4186150730504158
9	0.14866	0.260217	-0.438183	0.001203	0.003148	0.001006	0.2030900000000031	0.3153169999999932	0.43660799999999966	0.5278950486914954	0.4034756412634143
10	0.137472	0.264378	-0.776235	-0.002277	0.003714	0.001346	0.22199399999999514	0.18960500000000025	0.5874230000000011	0.6007248421240813	0.4180552156361351
11	0.143541	0.280027	-0.807028	-0.004201	0.003131	0.000783	0.19484399999998914	0.2338579999999979	0.5954189999999997	0.6024814852408314	0.3786524181970725
12	0.139262	0.271364	-0.750868	-0.004588	0.00359	0.001062	0.2098980000000097	0.21244800000000907	0.5121479999999963	0.5147665648524553	0.28102022510310504
13	0.110198	0.104336	-0.409584	-0.003334	0.003194	0.001201	0.19382399999999222	0.2729539999999986	0.21221100000000348	0.29017949749766414	0.17712089611617737
14	-0.047415	0.069707	-0.14078	-0.003548	0.001823	0.001267	0.14902999999999622	0.32966499999999144	0.3825659999999971	0.4456546600463194	0.28167514700449253
15	0.022613	-0.126443	-0.040187	-0.003939	0.001689	-6.9e-05	0.12501600000000224	0.45806000000000324	0.5131629999999916	0.6205891023882046	0.4446869988711095
16	0.032098	-0.172501	-0.056256	-0.005041	0.001269	-0.000529	0.11159100000000421	0.5714510000000033	0.5802960000000041	0.7217150684342031	0.5108933300876073
17	-0.054153	-0.209078	0.160953	-0.004559	0.001085	0.000109	0.14109700000000203	0.604344999999995	0.7306219999999968	0.8733884806859956	0.6724623675901926
18	-0.04234	-0.299955	0.172048	-0.004248	0.001462	6.2e-05	0.1635700000000071	0.6658230000000032	0.738745999999999	0.924671215480948	0.7354221993851193
19	0.014977	-0.528237	0.612487	-0.001545	0.001449	-0.000891	0.17394999999999783	0.6130619999999993	0.8960310000000007	1.0545799061550585	0.9710212345991747
20	0.022278	-0.907236	0.841939	-0.004099	-0.003827	-0.004405	0.3006130000000127	1.0577830000000006	1.0930469999999985	1.449945302124175	1.1728862118168104
